"Top","p.value","FDR","Cluster","ID","Gene","BaseGeneMean","OutlierFactor","GeneMean","DEFacGroup1","DEFacGroup2","ave.count"
27,0.198,1,"clus_1","ENSG00000258405","Gene1052",122.133660138265,1,122.133660138265,1,1,152.429988996324
28,0.199,1,"clus_1","ENSG00000139151","Gene1117",79.4619747536082,1,79.4619747536082,1,1,98.5928133816915
29,0.202,1,"clus_1","ENSG00000207654","Gene704",156.326093505013,1,156.326093505013,1,0.724912285629522,257.641400517894
30,0.207,1,"clus_1","ENSG00000225579","Gene181",778.728127425851,1,778.728127425851,1,1,728.570658271459
31,0.21,1,"clus_1","ENSG00000165370","Gene1728",451.665388948589,1,451.665388948589,1,0.719967319159953,557.383068419468
32,0.213,1,"clus_1","ENSG00000250267","Gene106",165.700134529052,1,165.700134529052,1,1,285.541271756023
33,0.215,1,"clus_1","ENSG00000278432","Gene1903",235.952892720913,1,235.952892720913,1,1,669.084717958256
34,0.218,1,"clus_1","ENSG00000081721","Gene1015",94.3724426177324,1,94.3724426177324,1,1,131.509749639558
35,0.221,1,"clus_1","ENSG00000284923","Gene1270",43.1478696661507,1,43.1478696661507,1,1,66.1124998832629
36,0.228,1,"clus_1","ENSG00000251940","Gene1074",133.913798688521,1,133.913798688521,1,1,171.468606663961
37,0.23,1,"clus_1","ENSG00000285512","Gene1116",310.96525706728,1,310.96525706728,1.45827380734413,1,666.963697471192
38,0.238,1,"clus_1","LRG_335","Gene1818",580.738224272013,1,580.738224272013,1.22435093383969,1,426.847523913042
39,0.243,1,"clus_1","ENSG00000257264","Gene1827",7.67002716588525,1,7.67002716588525,1,1,13.8389810026313
40,0.245,1,"clus_1","ENSG00000101251","Gene1503",87.7410719716908,1,87.7410719716908,1,1,188.279895088015
41,0.251,1,"clus_1","ENSG00000284912","Gene1819",114.32515063676,1,114.32515063676,1,1,108.571079758332
42,0.255,1,"clus_1","ENSG00000024422","Gene1937",159.722559929903,1,159.722559929903,1,1,188.747775863373
43,0.255,1,"clus_1","ENSG00000270531","Gene1709",623.697416282517,1,623.697416282517,1,1,761.389311726752
44,0.257,1,"clus_1","ENSG00000139675","Gene1151",700.604789502061,1,700.604789502061,1,1,836.284717000666
45,0.259,1,"clus_1","ENSG00000166326","Gene1781",97.0350342323106,1,97.0350342323106,0.798668210238103,1,113.096176056938
46,0.26,1,"clus_1","ENSG00000227661","Gene1629",19.0706356679886,1,19.0706356679886,2.40199836110123,1,39.6846447245105
47,0.274,1,"clus_1","ENSG00000240449","Gene1888",187.159649870137,1,187.159649870137,1,1,270.259077395976
48,0.275,1,"clus_1","ENSG00000206717","Gene1007",345.743323769925,1,345.743323769925,1,1,303.580703947133
49,0.277,1,"clus_1","ENSG00000272333","Gene980",14.623981615388,1,14.623981615388,1,1,15.1817422448494
50,0.278,1,"clus_1","ENSG00000250591","Gene793",272.296260825419,1,272.296260825419,1,1,355.497110380263
51,0.281,1,"clus_1","ENSG00000229912","Gene882",155.450300329916,1,155.450300329916,1,1,322.223834855113
52,0.286,1,"clus_1","ENSG00000253298","Gene1017",357.687847819161,1,357.687847819161,1,1,541.85763321562
53,0.292,1,"clus_1","ENSG00000228295","Gene879",309.277295057165,1,309.277295057165,1,1,383.427880291957
54,0.293,1,"clus_1","ENSG00000275867","Gene142",288.209545128984,1,288.209545128984,1,0.617782919364583,259.187374409181
55,0.304,1,"clus_1","ENSG00000099617","Gene646",134.6282652574,1,134.6282652574,1,1,212.47949994066
56,0.308,1,"clus_1","ENSG00000230614","Gene978",437.005609175875,1,437.005609175875,1,1,503.34130818249
57,0.311,1,"clus_1","ENSG00000275470","Gene1714",16.2498551188865,1,16.2498551188865,1,1,21.8510266089492
58,0.314,1,"clus_1","ENSG00000164530","Gene483",110.214042487241,95.6550770432622,4683.22333315694,1,1,4439.43051403391
59,0.315,1,"clus_1","ENSG00000256256","Gene1936",255.829426043993,1,255.829426043993,1,1,267.100215766699
60,0.316,1,"clus_1","ENSG00000207969","Gene1377",120.47709510933,1,120.47709510933,1,1,153.110356923898
61,0.317,1,"clus_1","ENSG00000257654","Gene1319",35.5141996459773,1,35.5141996459773,1,0.762246240685971,41.0311920900981
62,0.32,1,"clus_1","ENSG00000266746","Gene1545",141.370676814181,1,141.370676814181,1,1,161.061653970345
63,0.321,1,"clus_1","ENSG00000251118","Gene883",568.871280438633,1,568.871280438633,1,1,698.312540700346
64,0.322,1,"clus_1","ENSG00000245522","Gene1243",262.737053882545,1,262.737053882545,1,1,342.240803559871
65,0.324,1,"clus_1","ENSG00000183979","Gene1727",239.052595068722,1,239.052595068722,0.913421537208369,1,191.651282519973
66,0.327,1,"clus_1","ENSG00000212428","Gene1530",351.385738614733,1,351.385738614733,1,1,453.626138619081
67,0.329,1,"clus_1","ENSG00000201962","Gene198",33.0455192533071,1,33.0455192533071,1,1,33.0535201912083
68,0.33,1,"clus_1","ENSG00000285351","Gene1900",89.6849559795125,1,89.6849559795125,1,1,161.132497981997
69,0.34,1,"clus_1","ENSG00000182858","Gene767",105.418821477128,1,105.418821477128,1,1,136.543908669822
70,0.34,1,"clus_1","ENSG00000206493","Gene1548",67.8994214738202,1,67.8994214738202,1,0.562685508251612,64.8361906594901
71,0.343,1,"clus_1","ENSG00000267667","Gene1432",192.774814093755,1,192.774814093755,1,1,208.438842397235
72,0.343,1,"clus_1","ENSG00000252894","Gene1410",53.9568209403011,1,53.9568209403011,1,1.05874247543358,47.6957380141244
73,0.345,1,"clus_1","ENSG00000219088","Gene956",183.503509866848,1,183.503509866848,1,1,170.428553764305
74,0.345,1,"clus_1","ENSG00000169908","Gene1487",549.727833969727,1,549.727833969727,1,1,561.94415444712
75,0.349,1,"clus_1","ENSG00000265541","Gene597",130.700375109756,1,130.700375109756,1,1,163.380538504899
76,0.356,1,"clus_1","ENSG00000108641","Gene102",104.090150561885,1,104.090150561885,1,1.15401753371311,160.475376768691
77,0.358,1,"clus_1","ENSG00000282185","Gene778",432.01217468834,1,432.01217468834,1,1,579.964126704388
78,0.368,1,"clus_1","ENSG00000249337","Gene1400",128.217068444692,1,128.217068444692,1,1,158.425693552187
79,0.371,1,"clus_1","ENSG00000236673","Gene666",214.525456703835,1,214.525456703835,1,0.496871284652716,215.331517863293
80,0.375,1,"clus_1","ENSG00000263863","Gene1158",68.4651220196727,1,68.4651220196727,1,1,82.9772979584009
81,0.375,1,"clus_1","ENSG00000262188","Gene1075",52.1765383301467,1,52.1765383301467,1,1,63.6142921875213
82,0.377,1,"clus_1","ENSG00000234844","Gene1504",326.721025854235,1,326.721025854235,1,1,274.588434792391
83,0.378,1,"clus_1","ENSG00000282210","Gene1070",179.618773084684,1,179.618773084684,1,1,272.479257536004
84,0.385,1,"clus_1","ENSG00000165548","Gene494",484.036578593684,1,484.036578593684,1,1,743.905890811405
85,0.386,1,"clus_1","ENSG00000122145","Gene1102",67.9395483476631,1,67.9395483476631,1,1,76.5426399030297
86,0.388,1,"clus_1","ENSG00000236075","Gene1454",754.417518771723,1,754.417518771723,1,1,726.572452200393
87,0.389,1,"clus_1","ENSG00000274076","Gene1808",47.1462931257812,1,47.1462931257812,1,1,70.392096124614
88,0.389,1,"clus_1","ENSG00000207630","Gene728",79.243341268951,1,79.243341268951,1,1,92.7387603594589
89,0.39,1,"clus_1","ENSG00000251825","Gene1815",1348.6309399451,1,1348.6309399451,1,0.821223712032552,1435.08900428028
90,0.393,1,"clus_1","ENSG00000221866","Gene1966",266.177936145155,1,266.177936145155,1,1,267.901360616069
91,0.395,1,"clus_1","ENSG00000230515","Gene720",432.940205723523,1,432.940205723523,0.690807495297052,1,663.730341985085
92,0.396,1,"clus_1","ENSG00000211747","Gene663",27.3614844185449,1,27.3614844185449,1,1,25.9585190683784
93,0.399,1,"clus_1","ENSG00000186970","Gene944",82.9607105145313,1,82.9607105145313,1,1,100.374014341747
94,0.4,1,"clus_1","ENSG00000167165","Gene1624",18.6410157702969,1,18.6410157702969,1,1,25.1594576823454
95,0.402,1,"clus_1","ENSG00000284524","Gene1970",78.5105934923213,1,78.5105934923213,1,1,130.973457921968
96,0.405,1,"clus_1","ENSG00000270806","Gene238",28.5070856363314,1,28.5070856363314,1,1,52.4823257767784
97,0.407,1,"clus_1","ENSG00000282754","Gene1324",396.260997125228,1,396.260997125228,1,1,343.624142974609
98,0.407,1,"clus_1","ENSG00000249908","Gene453",136.021203100691,1,136.021203100691,1,1,270.420973299353
99,0.409,1,"clus_1","ENSG00000282425","Gene706",85.6932474876617,1,85.6932474876617,1,1,111.589085613036
100,0.411,1,"clus_1","ENSG00000250349","Gene1688",59.1555472984556,1,59.1555472984556,1,1,108.19085774767
101,0.414,1,"clus_1","ENSG00000225091","Gene1981",18.2251069555696,1,18.2251069555696,1.69956163205663,1.33006635317038,28.7916509951883
102,0.417,1,"clus_1","ENSG00000271026","Gene1326",301.302504388695,1,301.302504388695,1,1,182.647245522521
103,0.421,1,"clus_1","ENSG00000206284","Gene168",136.269554352644,1,136.269554352644,1,1,155.18588301405
104,0.421,1,"clus_1","ENSG00000230637","Gene1395",184.107480240056,1,184.107480240056,1,1,218.581111872242
105,0.423,1,"clus_1","ENSG00000221139","Gene1792",717.857682706466,1,717.857682706466,1,1,760.547818600993
106,0.424,1,"clus_1","ENSG00000207069","Gene927",88.7849118112239,1,88.7849118112239,1,1,90.9741077275619
107,0.429,1,"clus_1","ENSG00000174418","Gene632",611.213586254342,1,611.213586254342,1,1,703.948551835357
108,0.432,1,"clus_1","ENSG00000253389","Gene478",12.0210287766523,1,12.0210287766523,1,1,19.9950015520286
109,0.437,1,"clus_1","ENSG00000114770","Gene347",104.45265847539,1,104.45265847539,1,1.44856550430295,206.075913101445
110,0.437,1,"clus_1","ENSG00000152705","Gene960",88.1848912919876,1,88.1848912919876,1,1,143.867919543409
111,0.438,1,"clus_1","ENSG00000243067","Gene191",82.1672241387803,1,82.1672241387803,1,1,117.16871718269
112,0.442,1,"clus_1","ENSG00000228001","Gene841",59.8949645871311,1,59.8949645871311,0.6291607838751,1,63.0363831689374
113,0.446,1,"clus_1","ENSG00000266463","Gene1266",418.118039509692,1,418.118039509692,1,1,611.984706002188
114,0.448,1,"clus_1","ENSG00000238170","Gene1909",64.2321563554268,1,64.2321563554268,1,1,80.6749937716077
115,0.449,1,"clus_1","ENSG00000285508","Gene1650",92.8052179060448,1,92.8052179060448,1,1,116.007623558613
116,0.451,1,"clus_1","ENSG00000258861","Gene536",354.31260622577,1,354.31260622577,1,1,435.185719294554
117,0.452,1,"clus_1","ENSG00000275605","Gene1748",22.8433787516266,1,22.8433787516266,1,1,37.7997190462271
118,0.455,1,"clus_1","ENSG00000249888","Gene52",164.111443600895,1,164.111443600895,1,1,178.840841707852
119,0.458,1,"clus_1","ENSG00000285152","Gene779",37.1894150379945,1,37.1894150379945,1,1,59.3025227327803
120,0.458,1,"clus_1","ENSG00000265777","Gene58",121.185758252882,1,121.185758252882,1,1,141.744467769291
121,0.459,1,"clus_1","ENSG00000072364","Gene890",80.4425059904563,1,80.4425059904563,1,1,48.8873740084006
122,0.46,1,"clus_1","ENSG00000272861","Gene1338",114.307854657955,1,114.307854657955,1,0.89548218577019,73.2574510104819
123,0.46,1,"clus_1","ENSG00000146618","Gene955",15.9432223206612,1,15.9432223206612,1,1,25.6185873084236
124,0.462,1,"clus_1","ENSG00000251454","Gene1671",116.323879444197,1,116.323879444197,1,1,123.944045786205
125,0.463,1,"clus_1","ENSG00000230015","Gene1136",49.0025998675954,1,49.0025998675954,1,1,74.0485458713656
126,0.469,1,"clus_1","ENSG00000164168","Gene1093",137.852776452162,1,137.852776452162,1,1,199.208897280664
127,0.469,1,"clus_1","ENSG00000100079","Gene1990",113.517484002284,1,113.517484002284,1,1,154.170663962124
128,0.47,1,"clus_1","ENSG00000255344","Gene416",188.78916957129,1,188.78916957129,1,0.95265724882495,196.866280769244
129,0.471,1,"clus_1","ENSG00000157538","Gene202",233.348007798398,1,233.348007798398,1,1,381.207673336666
130,0.472,1,"clus_1","ENSG00000100100","Gene488",6.84562372173957,1,6.84562372173957,1.44316603788841,1,9.55265005502293
131,0.473,1,"clus_1","ENSG00000232208","Gene1686",98.8497672069408,1,98.8497672069408,1,1,125.469967382169
132,0.473,1,"clus_1","ENSG00000075303","Gene1687",599.854668248882,1,599.854668248882,1,1,701.576148647375
133,0.474,1,"clus_1","ENSG00000267576","Gene1774",270.536183289627,1,270.536183289627,1,1,295.852465147843
134,0.475,1,"clus_1","ENSG00000196081","Gene639",92.2050908047274,1,92.2050908047274,1,1,155.640542265
135,0.477,1,"clus_1","ENSG00000214182","Gene1833",253.449940817938,1,253.449940817938,1,1,458.535066867477
136,0.48,1,"clus_1","ENSG00000113319","Gene1419",75.426468498756,1,75.426468498756,0.642734735278648,1,88.4925011667829
137,0.484,1,"clus_1","ENSG00000155066","Gene970",313.749967079137,1,313.749967079137,1,1,294.561241892924
138,0.484,1,"clus_1","ENSG00000174429","Gene411",10.2506593278771,1,10.2506593278771,1,1,10.0089669347963
139,0.485,1,"clus_1","ENSG00000262158","Gene1451",321.262988412713,1,321.262988412713,1,1,521.840305775703
140,0.487,1,"clus_1","ENSG00000108786","Gene413",119.351345577928,1,119.351345577928,1,1,123.683328070413
141,0.487,1,"clus_1","ENSG00000232132","Gene1218",367.437038049568,1,367.437038049568,1,1,446.709958429553
142,0.487,1,"clus_1","ENSG00000198892","Gene1925",60.7249964811906,1,60.7249964811906,1,1,46.5763375620114
143,0.488,1,"clus_1","ENSG00000265531","Gene359",184.897395737085,1,184.897395737085,1,1,223.387241901245
144,0.491,1,"clus_1","ENSG00000252652","Gene1497",128.492019006976,1,128.492019006976,1,1,147.918301858291
145,0.491,1,"clus_1","ENSG00000274755","Gene1212",233.677380577945,1,233.677380577945,1,1,240.383909387655
146,0.492,1,"clus_1","ENSG00000144401","Gene1722",331.667874613205,1,331.667874613205,1,1,223.109779451002
147,0.493,1,"clus_1","LRG_89","Gene697",24.7445085808974,1,24.7445085808974,1,1,43.5015002259526
148,0.493,1,"clus_1","ENSG00000118113","Gene1736",118.99534713843,1,118.99534713843,1,1,133.411839296457
149,0.494,1,"clus_1","ENSG00000204362","Gene792",424.236790786834,1,424.236790786834,1,1,469.128088688186
150,0.496,1,"clus_1","ENSG00000201586","Gene261",1524.29032822788,1,1524.29032822788,1,1,1345.80417149868
151,0.496,1,"clus_1","ENSG00000206452","Gene428",17.2054597438754,1,17.2054597438754,1.14502269121861,1,26.3009336204218
152,0.496,1,"clus_1","ENSG00000229622","Gene1257",10.2961524626474,1,10.2961524626474,1,1,13.1212067463716
153,0.5,1,"clus_1","ENSG00000223624","Gene374",681.375810399613,1,681.375810399613,1,1,578.28239212254
154,0.502,1,"clus_1","ENSG00000284361","Gene384",214.279985473215,1,214.279985473215,1,1,286.708548687146
155,0.511,1,"clus_1","ENSG00000258467","Gene590",12.1666078719803,1,12.1666078719803,1,1,14.5399098913086
156,0.512,1,"clus_1","ENSG00000279464","Gene451",215.572194161494,1,215.572194161494,1,1,277.109499615146
157,0.513,1,"clus_1","ENSG00000101335","Gene1020",541.799205258945,1,541.799205258945,0.893833982283064,1,719.020415453913
158,0.513,1,"clus_1","ENSG00000177000","Gene525",238.738270635474,1,238.738270635474,1,1,247.68683605288
159,0.515,1,"clus_1","ENSG00000223867","Gene615",190.792500768621,1,190.792500768621,1,1,187.851239455347
160,0.518,1,"clus_1","ENSG00000141744","Gene232",45.0757332152179,1,45.0757332152179,1,1,69.9233352503407
161,0.52,1,"clus_1","ENSG00000226547","Gene641",91.1891058039868,1,91.1891058039868,1,1,106.726818667975
162,0.521,1,"clus_1","ENSG00000258672","Gene824",354.523735581279,1,354.523735581279,1,1,447.397447784011
163,0.526,1,"clus_1","ENSG00000199782","Gene1932",89.3126752393243,1,89.3126752393243,1,1,177.676322543239
164,0.526,1,"clus_1","ENSG00000243675","Gene1747",48.6945139534057,1,48.6945139534057,1,1,67.107362462862
165,0.526,1,"clus_1","ENSG00000123810","Gene1279",20.3518827796169,1,20.3518827796169,1,1,10.8598257357848
166,0.527,1,"clus_1","ENSG00000117560","Gene1961",366.293428933115,1,366.293428933115,1,1,497.485794841789
167,0.527,1,"clus_1","ENSG00000205838","Gene1016",330.691735032569,1,330.691735032569,1,1,270.737292520142
168,0.528,1,"clus_1","ENSG00000281335","Gene257",178.875840211617,1,178.875840211617,1,1,272.76225519778
169,0.53,1,"clus_1","ENSG00000253440","Gene1817",155.07592187493,1,155.07592187493,1,1,227.099507953117
170,0.531,1,"clus_1","ENSG00000242991","Gene1511",49.9833841496191,1,49.9833841496191,1,1,64.7642179148237
171,0.532,1,"clus_1","ENSG00000235350","Gene578",463.567382522787,1,463.567382522787,1,1,590.099164193922
172,0.536,1,"clus_1","ENSG00000255558","Gene192",75.6546809055202,1,75.6546809055202,1,0.507919664383274,99.2021177961862
173,0.537,1,"clus_1","ENSG00000229007","Gene1371",149.734107227419,1,149.734107227419,1,1,153.650398704338
174,0.537,1,"clus_1","ENSG00000244112","Gene1613",103.429383756525,1,103.429383756525,1,1.1216751734713,108.606680511792
175,0.537,1,"clus_1","ENSG00000250560","Gene682",771.825958477102,1,771.825958477102,1,1,895.486013684919
176,0.538,1,"clus_1","ENSG00000257087","Gene1408",174.212094526705,1,174.212094526705,1,1,219.15323849523
177,0.539,1,"clus_1","ENSG00000254985","Gene1645",98.9286648449221,53.9728599850362,2642.48344209492,1,1,4345.98941953471
178,0.541,1,"clus_1","ENSG00000230492","Gene618",204.33364814781,1,204.33364814781,1,1,214.898245138151
179,0.543,1,"clus_1","ENSG00000177272","Gene1032",69.7685362477778,1,69.7685362477778,1,1,76.4313784930746
180,0.544,1,"clus_1","ENSG00000254423","Gene946",506.552591414746,1,506.552591414746,0.827247629672704,1,532.554967393189
181,0.545,1,"clus_1","ENSG00000169230","Gene1919",147.094685776105,1,147.094685776105,1.76813571687682,1.3567494609264,242.343273409584
182,0.547,1,"clus_1","ENSG00000144233","Gene966",63.9413278602857,1,63.9413278602857,1,1,85.0956120855149
183,0.547,1,"clus_1","ENSG00000283871","Gene1381",116.760411578904,1,116.760411578904,1,1,119.838833805372
184,0.548,1,"clus_1","ENSG00000095951","Gene1802",40.5154013467223,1,40.5154013467223,1,1,58.5046389490396
185,0.549,1,"clus_1","ENSG00000234540","Gene764",120.882235903605,1,120.882235903605,1,1,121.220808587877
186,0.552,1,"clus_1","ENSG00000281196","Gene1012",82.3339202111396,1,82.3339202111396,1,1,66.2628196106452
187,0.552,1,"clus_1","ENSG00000254620","Gene972",28.1454544570299,1,28.1454544570299,1,1,22.8680685238922
188,0.553,1,"clus_1","ENSG00000105556","Gene1290",195.414539189811,1,195.414539189811,1,1,199.648784097396
189,0.557,1,"clus_1","ENSG00000120696","Gene1975",383.395466520858,1,383.395466520858,1,1,413.000195717108
190,0.557,1,"clus_1","ENSG00000148943","Gene274",1095.05353169283,1,1095.05353169283,1,1,362.890858229655
191,0.558,1,"clus_1","ENSG00000227289","Gene630",198.295473047026,1,198.295473047026,1,1,140.407834877477
192,0.558,1,"clus_1","ENSG00000278890","Gene1972",64.8108794734131,1,64.8108794734131,1,1,72.0279071809177
193,0.559,1,"clus_1","ENSG00000085982","Gene1026",107.074454449544,1,107.074454449544,1,1,121.518055574465
194,0.559,1,"clus_1","ENSG00000161850","Gene362",97.8031941577463,1,97.8031941577463,0.886972333572035,1,51.4544334413139
195,0.561,1,"clus_1","ENSG00000256083","Gene209",159.193210468509,1,159.193210468509,1,1,158.642742421037
196,0.563,1,"clus_1","ENSG00000215386","Gene1514",213.648636441193,1,213.648636441193,1,1,140.046342658052
197,0.564,1,"clus_1","ENSG00000200761","Gene82",229.94617995898,1,229.94617995898,1,1,277.919909061469
198,0.567,1,"clus_1","ENSG00000212172","Gene1356",585.455231028126,1,585.455231028126,1,1,683.14168657092
199,0.569,1,"clus_1","ENSG00000239099","Gene1770",36.453542833455,1,36.453542833455,1,1,31.2219200355937
200,0.573,1,"clus_1","ENSG00000204843","Gene1767",137.29701989425,1,137.29701989425,1,1,153.944029701434
201,0.573,1,"clus_1","ENSG00000241144","Gene526",339.458891704681,1,339.458891704681,1.05914483806331,1,487.741716028812
202,0.574,1,"clus_1","ENSG00000212158","Gene1318",48.9968432997845,1,48.9968432997845,1,1,51.6556194459055
203,0.575,1,"clus_1","ENSG00000258231","Gene385",82.659198237584,1,82.659198237584,1,1,88.2276586445301
204,0.575,1,"clus_1","ENSG00000276928","Gene1991",59.8310147077604,1,59.8310147077604,1,1,98.9376647180767
205,0.577,1,"clus_1","ENSG00000277387","Gene28",41.4892825179441,1,41.4892825179441,1,1,53.2029042751403
206,0.578,1,"clus_1","ENSG00000259212","Gene1365",355.321473488244,1,355.321473488244,1,1,522.692538398981
207,0.578,1,"clus_1","ENSG00000277040","Gene1217",133.218565445246,1,133.218565445246,1,1,108.298403149295
208,0.578,1,"clus_1","ENSG00000258850","Gene241",0.0894059395965468,70.812941036847,3466.9651418841,1,1,4168.54187845813
209,0.58,1,"clus_1","ENSG00000285244","Gene1100",99.5217089454277,1,99.5217089454277,1,1,90.6426495286425
210,0.581,1,"clus_1","ENSG00000227438","Gene603",91.1596809643031,1,91.1596809643031,1,0.457374835743775,75.7932092135445
211,0.583,1,"clus_1","ENSG00000276820","Gene162",26.3490047349814,1,26.3490047349814,1,1,34.1002127342027
212,0.583,1,"clus_1","ENSG00000138764","Gene48",5.25934368315804,1,5.25934368315804,1,1,6.23045582716046
213,0.584,1,"clus_1","ENSG00000213036","Gene1215",87.8034997010482,1,87.8034997010482,1.28972482105788,1,98.4674772283469
214,0.584,1,"clus_1","ENSG00000181026","Gene129",24.8313814444749,1,24.8313814444749,1,1,24.9885497594724
215,0.585,1,"clus_1","ENSG00000270395","Gene770",119.928807437709,1,119.928807437709,1,0.7681358115666,162.747369471915
216,0.585,1,"clus_1","ENSG00000184115","Gene500",112.294001521684,1,112.294001521684,1,1,94.2026087113641
217,0.585,1,"clus_1","ENSG00000206206","Gene79",309.080744422859,1,309.080744422859,1.18966803590866,0.727587012989246,255.455417501649
218,0.587,1,"clus_1","ENSG00000272359","Gene637",54.2476388556751,1,54.2476388556751,1,1,66.9446495425925
219,0.587,1,"clus_1","ENSG00000271661","Gene1993",277.181512338522,1,277.181512338522,1,1,319.321998885262
220,0.588,1,"clus_1","ENSG00000244390","Gene66",13.4044163068749,1,13.4044163068749,1,1,16.8014220021521
221,0.588,1,"clus_1","ENSG00000158161","Gene1111",82.4632405354858,1,82.4632405354858,1,1,108.048966165595
222,0.589,1,"clus_1","ENSG00000133316","Gene491",11.0437630836738,1,11.0437630836738,1,1,13.7380208388124
223,0.589,1,"clus_1","ENSG00000172901","Gene268",231.256126375037,1,231.256126375037,1,1,202.549658786586
224,0.591,1,"clus_1","ENSG00000202217","Gene373",269.486203580899,1,269.486203580899,1,1,346.231831506251
225,0.592,1,"clus_1","ENSG00000261482","Gene786",490.433014548894,1,490.433014548894,0.781748512689556,1,614.975712524556
226,0.593,1,"clus_1","ENSG00000174233","Gene1524",969.860702076569,1,969.860702076569,0.810362769914671,1,1587.86862200238
227,0.597,1,"clus_1","ENSG00000250210","Gene100",42.5765644305481,1,42.5765644305481,1.60784395070381,1,34.7767614293626
228,0.598,1,"clus_1","ENSG00000271709","Gene1609",149.542838762116,1,149.542838762116,1,1,178.036818350985
229,0.598,1,"clus_1","ENSG00000282001","Gene244",42.7130649391993,1,42.7130649391993,1,1,50.5614659989412
230,0.601,1,"clus_1","ENSG00000234091","Gene925",25.3552100604579,1,25.3552100604579,1,1,35.6950455697813
231,0.601,1,"clus_1","ENSG00000273703","Gene544",138.345792980286,1,138.345792980286,1,1,155.357383271801
232,0.603,1,"clus_1","ENSG00000227734","Gene1097",450.066366463035,1,450.066366463035,1,1,305.395976349085
233,0.604,1,"clus_1","ENSG00000187616","Gene917",545.227507893019,1,545.227507893019,1,1,508.420218190603
234,0.604,1,"clus_1","ENSG00000275961","Gene540",434.599965360795,1,434.599965360795,0.408280231287831,0.919092117071338,290.85924875362
235,0.605,1,"clus_1","ENSG00000244256","Gene56",74.4411084443645,1,74.4411084443645,1,1,82.1225225507784
236,0.607,1,"clus_1","ENSG00000243193","Gene574",194.512401362343,1,194.512401362343,1,1,152.561323832718
237,0.609,1,"clus_1","ENSG00000249177","Gene1834",29.8136138515056,1,29.8136138515056,1,1,33.058465318651
238,0.612,1,"clus_1","ENSG00000143125","Gene118",435.964217260625,1,435.964217260625,1,1,699.590597868624
